RepRapFirmware height map file v2 generated at 2023-02-06 13:45, min error -0.057, max error 0.094, mean -0.014, deviation 0.044
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,28.00,192.00,0.00,195.00,-1.00,27.33,32.50,7,7
 -0.029, -0.044, -0.054, -0.042, -0.036, -0.041, -0.054
 -0.020, -0.038, -0.049, -0.032, -0.024, -0.026, -0.021
 -0.023, -0.046, -0.057, -0.056, -0.046, -0.046, -0.043
 -0.019, -0.033, -0.053, -0.052, -0.031, -0.028, -0.026
 -0.029, -0.041, -0.054, -0.048, -0.031, -0.028, -0.023
 -0.001,  0.000, -0.007,  0.008,  0.021,  0.017,  0.020
  0.070,  0.075,  0.072,  0.079,  0.090,  0.091,  0.094
